net,length_um
_17325_,13.38
_18018_,13.38
_20178_,13.38
_23164_,13.38
_23834_,13.38
_24184_,13.38
_24512_,13.38
_27161_,13.38
genblk13\[0\].QEM_b.latched_count\[18\],13.38
genblk13\[1\].QEM_b.latched_count\[19\],13.38
genblk4\[0\].I2C_b.bit_counter\[3\],13.38
genblk9\[3\].UART_b.wr_max_rate_tx,13.38
P_REG_FILE.SPI_CR_2\[28\],13.37
P_REG_FILE.gpio_intr_buf2\[21\],13.36
_02310_,13.36
_05090_,13.36
_13936_,13.36
_14157_,13.36
_20798_,13.36
_21859_,13.36
_22678_,13.36
_24069_,13.36
_25006_,13.36
_26071_,13.36
_27297_,13.36
genblk11\[1\].SCG_b.step_timer\[4\],13.36
genblk4\[0\].I2C_b.r1_wr_cr,13.36
_14254_,13.35
genblk6\[2\].PWM_b.wr_mod_setpoint_r1,13.345
P_REG_FILE.SD_JERK_DUR_4\[6\],13.34
P_REG_FILE.uart_rx_done_buf2\[3\],13.34
_01742_,13.34
_17686_,13.34
_18013_,13.34
_18542_,13.34
_19146_,13.34
_25580_,13.34
_26365_,13.34
genblk7\[0\].TIMER_b.mtimecmp\[36\],13.34
genblk9\[2\].UART_b.generatorInst.rxCounter\[26\],13.34
_12705_,13.335
_01638_,13.325
P_REG_FILE.UART_RX_RATE_DIV_4\[28\],13.32
P_REG_FILE.UART_TX_RATE_DIV_3\[16\],13.32
_01106_,13.32
_04165_,13.32
_13962_,13.32
_15742_,13.32
_17425_,13.32
_17553_,13.32
_19011_,13.32
_23194_,13.32
_25836_,13.32
_27012_,13.32
_02264_,13.3
_06871_,13.3
_09740_,13.3
_10426_,13.3
_14373_,13.3
_14974_,13.3
_16662_,13.3
_20820_,13.3
_22184_,13.3
_24793_,13.3
_26692_,13.3
genblk6\[1\].PWM_b.cd1.out\[23\],13.3
genblk6\[2\].PWM_b.mod_setpoint_r\[0\],13.3
genblk6\[3\].PWM_b.pg1.cntr_low_buf\[2\],13.3
_04239_,13.285
_04655_,13.285
_04904_,13.285
P_REG_FILE.QEM_I_CNT_3\[17\],13.28
P_REG_FILE.QEM_THRESH_1\[25\],13.28
P_REG_FILE.TIM_THRESH_L_2\[12\],13.28
P_REG_FILE.UART_TX_RATE_DIV_3\[7\],13.28
_04847_,13.28
_10037_,13.28
_13575_,13.28
_17082_,13.28
_17339_,13.28
_19523_,13.28
_26012_,13.28
genblk6\[1\].PWM_b.mod_setpoint_r\[6\],13.28
P_REG_FILE.QEM_I_CNT_1\[23\],13.27
_04417_,13.265
_16661_,13.265
net1993,13.265
P_REG_FILE.PWM_MOD_SETPOINT_2\[4\],13.26
P_REG_FILE.SD_JERK_DUR_1\[19\],13.26
_05169_,13.26
_07971_,13.26
_08456_,13.26
_10007_,13.26
_11523_,13.26
_14330_,13.26
_15145_,13.26
_15198_,13.26
_18982_,13.26
_19616_,13.26
_19824_,13.26
_20182_,13.26
_20297_,13.26
_21587_,13.26
_21709_,13.26
_22225_,13.26
_24930_,13.26
_25563_,13.26
_25678_,13.26
_27327_,13.26
genblk11\[1\].SCG_b.step_accum\[13\],13.26
genblk13\[1\].QEM_b.latched_count\[13\],13.26
genblk13\[3\].QEM_b.latched_count\[18\],13.26
_09602_,13.255
_07350_,13.25
_04621_,13.245
_15023_,13.24
_19854_,13.24
_21760_,13.24
_24029_,13.24
_24983_,13.24
pin_mux.PIN_16.IRQRES,13.24
P_REG_FILE.QEM_I_CNT_1\[4\],13.23
P_REG_FILE.QEM_THRESH_1\[6\],13.22
_06002_,13.22
_06165_,13.22
_17403_,13.22
_19871_,13.22
_21837_,13.22
_22948_,13.22
_23292_,13.22
_24949_,13.22
_25411_,13.22
_25895_,13.22
_26882_,13.22
_26947_,13.22
P_REG_FILE.QEM_THRESH_2\[4\],13.2
P_REG_FILE.gpio_intr_buf2\[15\],13.2
_11369_,13.2
_17972_,13.2
_20176_,13.2
_20517_,13.2
_20559_,13.2
_21332_,13.2
_21964_,13.2
_23590_,13.2
_23722_,13.2
_25420_,13.2
_25955_,13.2
genblk6\[3\].PWM_b.wr_pwm_period_div_r2,13.2
P_REG_FILE.SD_JERK_3\[6\],13.19
_13036_,13.19
_22167_,13.19
_04989_,13.185
_05121_,13.185
_06950_,13.18
_09229_,13.18
_09426_,13.18
_17032_,13.18
_17800_,13.18
_18069_,13.18
_20752_,13.18
_20788_,13.18
_22902_,13.18
genblk13\[3\].QEM_b.calib_pos\[24\],13.18
genblk7\[2\].TIMER_b.mtimecmp\[50\],13.18
genblk9\[2\].UART_b.generatorInst.txCounter\[21\],13.18
_25257_,13.175
_00021_,13.165
_06648_,13.16
_09804_,13.16
_10501_,13.16
_11841_,13.16
_14162_,13.16
_16584_,13.16
_17560_,13.16
_18253_,13.16
_18266_,13.16
_18867_,13.16
_19158_,13.16
_19165_,13.16
_19372_,13.16
_21901_,13.16
genblk13\[0\].QEM_b.calib_pos\[11\],13.16
genblk13\[0\].QEM_b.calib_pos\[2\],13.16
genblk2\[1\].SPI_b.r_TX_Count\[2\],13.16
genblk7\[0\].TIMER_b.mtimecmp\[26\],13.16
genblk9\[0\].UART_b.txInst.data\[1\],13.16
_26743_,13.145
_08036_,13.14
_08970_,13.14
_09224_,13.14
_09923_,13.14
_13865_,13.14
_15861_,13.14
_18296_,13.14
_21754_,13.14
_22192_,13.14
_22233_,13.14
_22259_,13.14
_23666_,13.14
_23708_,13.14
_27103_,13.14
pin_mux.PIN_5.IN_last,13.14
_01577_,13.135
_06968_,13.13
_04686_,13.125
_04899_,13.125
_04916_,13.125
net1960,13.125
P_REG_FILE.QEM_THRESH_1\[3\],13.12
P_REG_FILE.SD_JERK_DUR_3\[12\],13.12
P_REG_FILE.SPI_CR_2\[26\],13.12
_07778_,13.12
_09206_,13.12
_12709_,13.12
_13260_,13.12
_13635_,13.12
_14360_,13.12
_19180_,13.12
_23840_,13.12
_24906_,13.12
_25992_,13.12
_26851_,13.12
genblk11\[1\].SCG_b.op_clk.div_cnt\[5\],13.12
genblk13\[0\].QEM_b.calib_pos\[9\],13.12
genblk6\[2\].PWM_b.cd1.out\[31\],13.12
genblk7\[1\].TIMER_b.mtimecmp\[60\],13.12
_12516_,13.11
P_REG_FILE.QEM_I_CNT_2\[18\],13.1
P_REG_FILE.QEM_I_CNT_3\[10\],13.1
P_REG_FILE.QEM_I_CNT_4\[29\],13.1
P_REG_FILE.SPI_TX_DATA_2\[12\],13.1
_09177_,13.1
_13397_,13.1
_15232_,13.1
_15372_,13.1
_18172_,13.1
_18436_,13.1
_21986_,13.1
_23818_,13.1
_24915_,13.1
_27237_,13.1
genblk13\[0\].QEM_b.calib_pos\[23\],13.1
genblk7\[3\].TIMER_b.wr_en_r2,13.1
pin_mux.PIN_22.IRQPOL,13.1
_00722_,13.085
_00867_,13.085
_01703_,13.085
_26147_,13.085
P_REG_FILE.QEM_I_CNT_2\[24\],13.08
_05608_,13.08
_09374_,13.08
_09678_,13.08
_10518_,13.08
_10739_,13.08
_22732_,13.08
_24710_,13.08
_25284_,13.08
_25767_,13.08
_27172_,13.08
genblk7\[2\].TIMER_b.mtimecmp\[31\],13.08
_08302_,13.06
_09391_,13.06
_09600_,13.06
_11591_,13.06
_17147_,13.06
_17259_,13.06
_17786_,13.06
_23466_,13.06
_24333_,13.06
_26176_,13.06
genblk11\[1\].SCG_b.step_accum\[2\],13.06
_11773_,13.055
_15391_,13.05
_00670_,13.045
_01658_,13.045
_04844_,13.045
P_REG_FILE.GPIO_SEL_13\[1\],13.04
P_REG_FILE.I2C_CR_1\[19\],13.04
P_REG_FILE.PWM_MOD_SETPOINT_3\[2\],13.04
P_REG_FILE.QEM_THRESH_1\[23\],13.04
P_REG_FILE.QEM_THRESH_3\[29\],13.04
P_REG_FILE.UART_RX_RATE_DIV_3\[19\],13.04
_06356_,13.04
_06603_,13.04
_06986_,13.04
_07096_,13.04
_08407_,13.04
_11586_,13.04
_12017_,13.04
_12529_,13.04
_12989_,13.04
_13433_,13.04
_14550_,13.04
_14733_,13.04
_17769_,13.04
_17962_,13.04
_18477_,13.04
_18848_,13.04
_19943_,13.04
_20228_,13.04
_21750_,13.04
_22585_,13.04
_22827_,13.04
_23080_,13.04
_23127_,13.04
_24727_,13.04
_24827_,13.04
_25404_,13.04
_25995_,13.04
_27106_,13.04
_27197_,13.04
genblk11\[2\].SCG_b.step_timer\[8\],13.04
genblk11\[3\].SCG_b.step_timer\[4\],13.04
genblk2\[1\].SPI_b.SPI_Master_Inst.r2_wr_cr,13.04
genblk7\[1\].TIMER_b.mtimecmp\[41\],13.04
genblk7\[2\].TIMER_b.mtimecmp\[7\],13.04
pin_mux.PIN_12.IRQPOL,13.04
P_REG_FILE.PWM_MOD_SETPOINT_2\[0\],13.02
P_REG_FILE.TIM_THRESH_L_1\[4\],13.02
_06348_,13.02
_12036_,13.02
_12655_,13.02
_21619_,13.02
_21690_,13.02
_21814_,13.02
_22660_,13.02
_26169_,13.02
_26468_,13.02
genblk13\[1\].QEM_b.latched_count\[6\],13.02
genblk4\[1\].I2C_b.r2_wr_mosi_data,13.02
_19507_,13.015
_24251_,13.015
_01675_,13.005
_04413_,13.005
_24006_,13.005
P_REG_FILE.SD_JERK_DUR_4\[23\],13
_06806_,13
_09014_,13
_09573_,13
_09721_,13
_11142_,13
_11571_,13
_11995_,13
_13155_,13
_14521_,13
_14828_,13
_19370_,13
_20833_,13
_20842_,13
_21677_,13
_25221_,13
_25523_,13
_25707_,13
_25943_,13
_26550_,13
_26853_,13
genblk9\[0\].UART_b.rxInst.bitIdx\[1\],13
pin_mux.PIN_15.IRQRES,13
pin_mux.PIN_21.irqres_reg1,13
_25709_,12.99
_04233_,12.985
genblk11\[0\].SCG_b.wr_stop,12.985
_03315_,12.98
_07592_,12.98
_14573_,12.98
_18192_,12.98
_20134_,12.98
_20903_,12.98
_04489_,12.965
_22621_,12.965
P_REG_FILE.QEM_I_CNT_3\[11\],12.96
P_REG_FILE.QEM_I_CNT_3\[25\],12.96
P_REG_FILE.SD_ACCEL_DUR_4\[1\],12.96
P_REG_FILE.UART_RX_RATE_DIV_4\[11\],12.96
P_REG_FILE.UART_TX_DATA_1\[1\],12.96
_08674_,12.96
_09653_,12.96
_09677_,12.96
_10699_,12.96
_11683_,12.96
_12130_,12.96
_12958_,12.96
_14178_,12.96
_15056_,12.96
_15167_,12.96
_15259_,12.96
_16355_,12.96
_16576_,12.96
_17816_,12.96
_18913_,12.96
_20062_,12.96
_20247_,12.96
_22766_,12.96
_24516_,12.96
_25436_,12.96
_26260_,12.96
_26398_,12.96
_26708_,12.96
P_REG_FILE.QEM_THRESH_3\[3\],12.94
P_REG_FILE.UART_TX_RATE_DIV_2\[12\],12.94
P_REG_FILE.UART_TX_RATE_DIV_3\[23\],12.94
_06447_,12.94
_14822_,12.94
_16197_,12.94
_23442_,12.94
_25081_,12.94
_25246_,12.94
_26193_,12.94
genblk13\[1\].QEM_b.latched_count\[5\],12.94
genblk9\[2\].UART_b.wr_max_rate_rx,12.935
_03312_,12.925
_04213_,12.925
net2046,12.925
P_REG_FILE.QEM_THRESH_4\[3\],12.92
P_REG_FILE.SPI_TX_DATA_2\[8\],12.92
_06023_,12.92
_08289_,12.92
_12430_,12.92
_14940_,12.92
_15484_,12.92
_15544_,12.92
_16649_,12.92
_19220_,12.92
_20816_,12.92
_22907_,12.92
_23066_,12.92
_24011_,12.92
_26545_,12.92
genblk6\[0\].PWM_b.cd1.out\[23\],12.92
_16125_,12.915
_26533_,12.91
_00713_,12.905
net1982,12.905
P_REG_FILE.PWM_PERIOD_DIV_2\[3\],12.9
_04843_,12.9
_06516_,12.9
_07003_,12.9
_07435_,12.9
_14600_,12.9
_15596_,12.9
_17270_,12.9
_17512_,12.9
_18461_,12.9
_26659_,12.9
genblk2\[0\].SPI_b.SPI_Master_Inst.r_SPI_Clk_Count\[5\],12.9
_03310_,12.885
_26654_,12.885
P_REG_FILE.QEM_I_CNT_3\[1\],12.88
P_REG_FILE.SD_ACCEL_DUR_1\[21\],12.88
_05930_,12.88
_07463_,12.88
_07533_,12.88
_07942_,12.88
_08020_,12.88
_09476_,12.88
_10216_,12.88
_10612_,12.88
_12776_,12.88
_13841_,12.88
_14351_,12.88
_15586_,12.88
_16391_,12.88
_20867_,12.88
_21096_,12.88
_24103_,12.88
_25641_,12.88
_26217_,12.88
_26831_,12.88
_27110_,12.88
genblk11\[1\].SCG_b.clk_div\[3\],12.88
_04857_,12.865
P_REG_FILE.QEM_THRESH_1\[17\],12.86
P_REG_FILE.SD_ACCEL_DUR_3\[13\],12.86
_00358_,12.86
_14720_,12.86
_18024_,12.86
_22356_,12.86
_25090_,12.86
_25313_,12.86
_25911_,12.86
io_in[23],12.86
_03221_,12.845
P_REG_FILE.uart_rx_done_buf2\[0\],12.84
_11665_,12.84
_14675_,12.84
_15127_,12.84
_15964_,12.84
_19569_,12.84
_21477_,12.84
_22055_,12.84
_22385_,12.84
_23738_,12.84
_26112_,12.84
_26866_,12.84
genblk7\[3\].TIMER_b.mtimecmp\[41\],12.84
genblk9\[1\].UART_b.max_rate_rx_r\[15\],12.84
_00096_,12.835
_00095_,12.825
P_REG_FILE.SD_TOT_STEPS_1\[16\],12.82
P_REG_FILE.SPI_CR_2\[13\],12.82
_12877_,12.82
_19884_,12.82
_25640_,12.82
_25800_,12.82
_00338_,12.805
_04214_,12.805
_07535_,12.8
_08578_,12.8
_10814_,12.8
_13144_,12.8
_15452_,12.8
_15784_,12.8
_18587_,12.8
_18673_,12.8
_18704_,12.8
_19176_,12.8
_21461_,12.8
_22334_,12.8
_24695_,12.8
_26495_,12.8
_26697_,12.8
genblk11\[3\].SCG_b.step_accum\[14\],12.8
genblk13\[2\].QEM_b.latched_count\[18\],12.8
genblk9\[0\].UART_b.data\[5\],12.8
pin_mux.PIN_3.IRQRES,12.8
net225,12.8
_00462_,12.795
_21674_,12.795
_03450_,12.785
_04061_,12.785
_04486_,12.785
P_REG_FILE.QEM_THRESH_2\[20\],12.78
P_REG_FILE.UART_RX_RATE_DIV_4\[22\],12.78
_06606_,12.78
_08840_,12.78
_16223_,12.78
_19608_,12.78
_21772_,12.78
genblk9\[3\].UART_b.txInst.data\[1\],12.78
_17471_,12.77
genblk9\[3\].UART_b.txStart_r,12.765
P_REG_FILE.GPIO_MOD_3\[1\],12.76
P_REG_FILE.GPIO_MOD_6\[1\],12.76
P_REG_FILE.SD_CR_3\[19\],12.76
P_REG_FILE.UART_RX_RATE_DIV_3\[31\],12.76
_06118_,12.76
_06523_,12.76
_07490_,12.76
_12020_,12.76
_14786_,12.76
_15076_,12.76
_15588_,12.76
_17069_,12.76
_17453_,12.76
_21519_,12.76
_24687_,12.76
_25193_,12.76
genblk13\[3\].QEM_b.calib_mode,12.76
genblk9\[0\].UART_b.txInst.data\[5\],12.76
pin_mux.PIN_10.out_mux.A,12.76
_01379_,12.745
_01704_,12.745
_04336_,12.745
P_REG_FILE.QEM_I_CNT_2\[21\],12.74
P_REG_FILE.SD_JERK_2\[14\],12.74
_11341_,12.74
_11528_,12.74
_13339_,12.74
_17616_,12.74
_20973_,12.74
_21482_,12.74
_23097_,12.74
_25355_,12.74
genblk7\[2\].TIMER_b.mtimecmp\[37\],12.74
_00717_,12.725
_02544_,12.725
_04617_,12.725
P_REG_FILE.I2C_MOSI_DATA_1\[6\],12.72
_07021_,12.72
_11790_,12.72
_11791_,12.72
_16331_,12.72
_16737_,12.72
_17498_,12.72
_17679_,12.72
_19211_,12.72
_21758_,12.72
_23228_,12.72
_23358_,12.72
_24146_,12.72
_25321_,12.72
_03724_,12.715
_16575_,12.71
_18733_,12.71
_04471_,12.705
_05164_,12.705
_05190_,12.705
P_REG_FILE.QEM_THRESH_1\[4\],12.7
P_REG_FILE.SD_ACCEL_DUR_1\[25\],12.7
P_REG_FILE.SD_JERK_4\[26\],12.7
P_REG_FILE.SD_JERK_DUR_1\[8\],12.7
P_REG_FILE.SD_JERK_DUR_4\[24\],12.7
_02385_,12.7
_06278_,12.7
_07042_,12.7
_07608_,12.7
_10312_,12.7
_10755_,12.7
_11924_,12.7
_12195_,12.7
_12380_,12.7
_12549_,12.7
_12592_,12.7
_13047_,12.7
_13207_,12.7
_14160_,12.7
_14451_,12.7
_15786_,12.7
_16613_,12.7
_17070_,12.7
_17251_,12.7
_17534_,12.7
_17933_,12.7
_21966_,12.7
_23496_,12.7
_25339_,12.7
_26868_,12.7
genblk13\[0\].QEM_b.latched_count\[26\],12.7
genblk13\[0\].QEM_b.latched_count\[30\],12.7
P_REG_FILE.qem_thresh_reached_buf2\[0\],12.68
_08014_,12.68
_09315_,12.68
_10893_,12.68
_17785_,12.68
_18120_,12.68
_19631_,12.68
_22223_,12.68
_23882_,12.68
_24043_,12.68
genblk11\[2\].SCG_b.wr_start_r2,12.68
genblk2\[1\].SPI_b.SPI_Master_Inst.r_ticks_per_half_bit\[9\],12.68
genblk9\[0\].UART_b.rxInst.bitIdx\[0\],12.68
genblk9\[1\].UART_b.rxInst.bitIdx\[1\],12.68
_11464_,12.67
_05633_,12.665
_05810_,12.665
P_REG_FILE.I2C_CR_2\[16\],12.66
P_REG_FILE.SPI_TX_DATA_2\[13\],12.66
_04927_,12.66
_06991_,12.66
_07251_,12.66
_13681_,12.66
_13729_,12.66
_14742_,12.66
_17659_,12.66
_19877_,12.66
_19882_,12.66
_20069_,12.66
_20644_,12.66
_21125_,12.66
_21893_,12.66
_25442_,12.66
_26523_,12.66
genblk11\[2\].SCG_b.wr_total_steps_r2,12.66
genblk11\[3\].SCG_b.step_timer\[5\],12.66
genblk13\[0\].QEM_b.calib_pos\[31\],12.66
genblk7\[2\].TIMER_b.mtimecmp\[21\],12.66
genblk9\[3\].UART_b.generatorInst.rxCounter\[2\],12.66
pin_mux.PIN_17.irqres_reg1,12.66
P_REG_FILE.GPIO_MOD_6\[0\],12.64
P_REG_FILE.QEM_THRESH_1\[5\],12.64
P_REG_FILE.SPI_CR_2\[18\],12.64
_06332_,12.64
_07359_,12.64
_13424_,12.64
_15256_,12.64
_18869_,12.64
_21547_,12.64
_22314_,12.64
_25314_,12.64
_25847_,12.64
genblk11\[2\].SCG_b.wr_stop_r2,12.64
genblk13\[3\].QEM_b.latched_count\[6\],12.64
_01116_,12.635
P_REG_FILE.UART_TX_DATA_4\[0\],12.62
_06184_,12.62
_08091_,12.62
_09812_,12.62
_11654_,12.62
_12523_,12.62
_12722_,12.62
_13770_,12.62
_16231_,12.62
_17353_,12.62
_17831_,12.62
_20633_,12.62
_21128_,12.62
_21960_,12.62
_23027_,12.62
_23342_,12.62
_25234_,12.62
_26179_,12.62
_26339_,12.62
genblk11\[3\].SCG_b.step_accum\[15\],12.62
genblk7\[3\].TIMER_b.mtimecmp\[27\],12.62
net194,12.62
_04074_,12.615
P_REG_FILE.SD_CR_2\[1\],12.6
P_REG_FILE.uart_rx_done_buf2\[1\],12.6
_20030_,12.6
_21580_,12.6
_27191_,12.6
genblk6\[2\].PWM_b.pg1.cntr_low_buf\[8\],12.6
_05917_,12.585
genblk6\[3\].PWM_b.wr_mod_setpoint,12.585
P_REG_FILE.QEM_THRESH_4\[8\],12.58
P_REG_FILE.SD_JERK_DUR_2\[6\],12.58
P_REG_FILE.UART_RX_RATE_DIV_3\[18\],12.58
_08679_,12.58
_09695_,12.58
_10495_,12.58
_10516_,12.58
_10524_,12.58
_10526_,12.58
_12953_,12.58
_16895_,12.58
_17457_,12.58
_17772_,12.58
_18168_,12.58
_19363_,12.58
_19915_,12.58
_21007_,12.58
_22240_,12.58
_23004_,12.58
_23916_,12.58
_25080_,12.58
_26219_,12.58
_27200_,12.58
genblk13\[0\].QEM_b.count_thresh_reg\[18\],12.58
genblk13\[0\].QEM_b.latched_count\[3\],12.58
genblk7\[1\].TIMER_b.mtimecmp\[35\],12.58
genblk9\[1\].UART_b.rxInst.bitIdx\[0\],12.58
genblk9\[3\].UART_b.wr_cr_r1,12.58
_19315_,12.57
_11899_,12.565
P_REG_FILE.GPIO_SEL_21\[1\],12.56
P_REG_FILE.I2C_MOSI_DATA_1\[1\],12.56
_01114_,12.56
_01359_,12.56
_06458_,12.56
_08286_,12.56
_09050_,12.56
_09411_,12.56
_09470_,12.56
_12800_,12.56
_14256_,12.56
_15048_,12.56
_21595_,12.56
_23802_,12.56
genblk11\[0\].SCG_b.step_timer\[2\],12.56
genblk11\[1\].SCG_b.step_accum\[6\],12.56
genblk7\[0\].TIMER_b.mtimecmp\[39\],12.56
genblk9\[3\].UART_b.max_rate_rx_r\[23\],12.56
_20126_,12.555
_22047_,12.555
_01581_,12.545
_02361_,12.545
P_REG_FILE.GPIO_SEL_1\[0\],12.54
P_REG_FILE.SD_JERK_DUR_2\[3\],12.54
P_REG_FILE.SD_JERK_DUR_3\[13\],12.54
P_REG_FILE.SD_TOT_STEPS_3\[3\],12.54
P_REG_FILE.SPI_CR_1\[2\],12.54
P_REG_FILE.UART_TX_DATA_4\[1\],12.54
_06370_,12.54
_06437_,12.54
_06643_,12.54
_06750_,12.54
_07610_,12.54
_10446_,12.54
_11508_,12.54
_17770_,12.54
_17867_,12.54
_19072_,12.54
_19400_,12.54
_21124_,12.54
_24218_,12.54
_24802_,12.54
_25985_,12.54
_26400_,12.54
_26544_,12.54
genblk13\[0\].QEM_b.calib_pos\[22\],12.54
genblk6\[0\].PWM_b.pg1.cntr_low_buf\[5\],12.54
genblk7\[0\].TIMER_b.mtimecmp\[28\],12.54
genblk7\[1\].TIMER_b.mtimecmp\[58\],12.54
_01104_,12.535
_16976_,12.53
_02010_,12.525
_16846_,12.525
_09579_,12.52
_10024_,12.52
_12142_,12.52
_14681_,12.52
_16156_,12.52
_17920_,12.52
_22333_,12.52
_23837_,12.52
_24926_,12.52
_27245_,12.52
genblk13\[1\].QEM_b.calib_pos\[5\],12.52
_18396_,12.51
_00699_,12.505
_02432_,12.505
_02515_,12.505
P_REG_FILE.SD_JERK_DUR_4\[28\],12.5
P_REG_FILE.SD_TOT_STEPS_3\[11\],12.5
P_REG_FILE.SPI_CR_1\[10\],12.5
P_REG_FILE.UART_RX_RATE_DIV_4\[26\],12.5
_01604_,12.5
_06450_,12.5
_09316_,12.5
_11077_,12.5
_11780_,12.5
_11802_,12.5
_13422_,12.5
_15972_,12.5
_17366_,12.5
_18157_,12.5
_21397_,12.5
_22076_,12.5
_23716_,12.5
_24764_,12.5
_25194_,12.5
_25521_,12.5
_25790_,12.5
net39,12.5
_02414_,12.495
_04269_,12.495
_03630_,12.48
_04557_,12.48
_06005_,12.48
_06802_,12.48
_08626_,12.48
_13699_,12.48
_17294_,12.48
_19316_,12.48
_20783_,12.48
_22761_,12.48
_23991_,12.48
_24886_,12.48
_25171_,12.48
_25429_,12.48
pin_mux.PIN_22.irqres_reg1,12.48
_04536_,12.465
_05607_,12.465
P_REG_FILE.PWM_MOD_SETPOINT_2\[5\],12.46
P_REG_FILE.QEM_I_CNT_3\[21\],12.46
P_REG_FILE.UART_TX_RATE_DIV_4\[19\],12.46
_05925_,12.46
_09647_,12.46
_12525_,12.46
_16785_,12.46
_17976_,12.46
_19325_,12.46
_19711_,12.46
_20239_,12.46
_21521_,12.46
_22437_,12.46
_25096_,12.46
_25672_,12.46
_25906_,12.46
_26485_,12.46
_26874_,12.46
genblk11\[0\].SCG_b.step_accum\[8\],12.46
genblk11\[2\].SCG_b.step_accum\[2\],12.46
genblk11\[3\].SCG_b.step_accum\[13\],12.46
genblk4\[1\].I2C_b.bit_counter\[6\],12.46
pin_mux.PIN_4.IRQRES,12.46
_04140_,12.445
P_REG_FILE.GPIO_SEL_4\[0\],12.44
_00354_,12.44
_01118_,12.44
_08873_,12.44
_09096_,12.44
_09643_,12.44
_12883_,12.44
_15537_,12.44
_18739_,12.44
_19029_,12.44
_22643_,12.44
genblk11\[1\].SCG_b.op_clk.div_cnt\[3\],12.44
genblk2\[0\].SPI_b.SPI_Master_Inst.r_Leading_Edge,12.44
_13269_,12.43
P_REG_FILE.GPIO_MOD_4\[1\],12.42
_06192_,12.42
_06808_,12.42
_11300_,12.42
_12127_,12.42
_12960_,12.42
_13918_,12.42
_14579_,12.42
_18592_,12.42
_18977_,12.42
_19161_,12.42
_19776_,12.42
_21463_,12.42
_22599_,12.42
_24660_,12.42
_25356_,12.42
_27176_,12.42
genblk11\[3\].SCG_b.step_timer\[1\],12.42
genblk6\[2\].PWM_b.wr_pwm_period_div_r1,12.42
_24335_,12.415
_08888_,12.41
genblk2\[1\].SPI_b.SPI_Master_Inst.r_SPI_Clk_Edges\[1\],12.41
_01712_,12.405
_03230_,12.405
_03642_,12.405
_05307_,12.405
P_REG_FILE.I2C_CR_2\[29\],12.4
P_REG_FILE.PWM_PERIOD_DIV_4\[3\],12.4
_04877_,12.4
_05166_,12.4
_06693_,12.4
_13990_,12.4
_22000_,12.4
_23095_,12.4
_26136_,12.4
genblk13\[0\].QEM_b.thresh_wr_reg1,12.4
_03723_,12.395
_10297_,12.39
_09297_,12.38
_12461_,12.38
_12674_,12.38
_13717_,12.38
_19946_,12.38
_20330_,12.38
_21659_,12.38
_25258_,12.38
genblk13\[0\].QEM_b.calib_pos\[12\],12.38
genblk2\[0\].SPI_b.SPI_Master_Inst.r_SPI_Clk_Edges\[3\],12.38
_05122_,12.365
_23817_,12.365
P_REG_FILE.I2C_MOSI_DATA_1\[2\],12.36
P_REG_FILE.QEM_I_CNT_4\[12\],12.36
P_REG_FILE.UART_TX_RATE_DIV_4\[23\],12.36
_07227_,12.36
_15830_,12.36
_16339_,12.36
_18006_,12.36
_21658_,12.36
genblk11\[3\].SCG_b.steps_left\[3\],12.36
genblk13\[2\].QEM_b.latched_count\[16\],12.36
genblk13\[3\].QEM_b.count_wr_reg2,12.36
P_REG_FILE.I2C_DEV_ADDR_2\[4\],12.34
P_REG_FILE.QEM_I_CNT_4\[30\],12.34
P_REG_FILE.SD_JERK_1\[21\],12.34
P_REG_FILE.UART_TX_RATE_DIV_4\[7\],12.34
_07568_,12.34
_08586_,12.34
_08631_,12.34
_09371_,12.34
_12367_,12.34
_13690_,12.34
_16916_,12.34
_17101_,12.34
_17277_,12.34
_19480_,12.34
_20156_,12.34
_20830_,12.34
_22564_,12.34
_24042_,12.34
_24842_,12.34
_25668_,12.34
_26280_,12.34
_26310_,12.34
genblk13\[1\].QEM_b.latched_count\[27\],12.34
genblk4\[1\].I2C_b.bit_counter\[5\],12.34
_03967_,12.335
P_REG_FILE.GPIO_SEL_6\[0\],12.32
P_REG_FILE.QEM_THRESH_4\[11\],12.32
_00457_,12.32
_08086_,12.32
_08300_,12.32
_16229_,12.32
_25779_,12.32
_26453_,12.32
_27335_,12.32
genblk2\[0\].SPI_b.r_CS_Inactive_Count\[1\],12.32
genblk9\[3\].UART_b.txInst.data\[0\],12.32
_22945_,12.31
_08854_,12.305
_04126_,12.3
_08219_,12.3
_08889_,12.3
_11101_,12.3
_15338_,12.3
_16183_,12.3
_17151_,12.3
_17673_,12.3
_18623_,12.3
_18748_,12.3
_24563_,12.3
_02431_,12.285
P_REG_FILE.QEM_THRESH_3\[20\],12.28
_06776_,12.28
_09764_,12.28
_12044_,12.28
_12735_,12.28
_14632_,12.28
_16887_,12.28
_20802_,12.28
_23117_,12.28
_27260_,12.28
genblk11\[3\].SCG_b.step_accum\[17\],12.28
genblk6\[0\].PWM_b.wr_mod_setpoint,12.28
pin_mux.PIN_17.IRQPOL,12.28
_06537_,12.27
_02538_,12.265
P_REG_FILE.SD_TOT_STEPS_4\[28\],12.26
_10162_,12.26
_13828_,12.26
_14913_,12.26
_15119_,12.26
_15697_,12.26
_17559_,12.26
_17651_,12.26
_19056_,12.26
_19288_,12.26
_21898_,12.26
_24009_,12.26
_25881_,12.26
